CustomerID,TotalRevenue,AvgRevenuePerTransaction,TotalTransactions,TotalQuantity,TotalOrders,UniqueProducts,FirstPurchase,LastPurchase,Country,Recency,Frequency,Monetary,AOV,CustomerLifetime,Cluster,Segment
C10388,7751.0599999999995,3875.5299999999997,2,14,1,2,2025-02-09 14:45:00,2025-02-09 14:45:00,United Kingdom,292,1,7751.0599999999995,7751.0599999999995,0,3,At-Risk Big Spenders
C10390,3886.65,3886.65,1,5,1,1,2025-06-22 11:34:00,2025-06-22 11:34:00,India,159,1,3886.65,3886.65,0,2,Low-Value Customers
C10391,59477.060000000005,5947.706,10,41,2,9,2025-04-11 10:51:00,2025-07-25 09:39:00,Spain,126,2,59477.060000000005,29738.530000000002,104,1,Champions (High-Value Loyal)
C10393,10952.32,2190.464,5,14,2,5,2025-05-19 20:46:00,2025-05-30 17:29:00,United Kingdom,182,2,10952.32,5476.16,10,3,At-Risk Big Spenders
C10394,11515.34,5757.67,2,8,1,2,2025-09-19 17:10:00,2025-09-19 17:10:00,United Kingdom,70,1,11515.34,11515.34,0,0,Recent Moderate Buyers
C10395,704.8299999999999,352.41499999999996,2,2,1,2,2025-10-19 18:50:00,2025-10-19 18:50:00,United Kingdom,40,1,704.8299999999999,704.8299999999999,0,2,Low-Value Customers
C10396,5255.64,5255.64,1,6,1,1,2025-01-03 20:09:00,2025-01-03 20:09:00,United Kingdom,328,1,5255.64,5255.64,0,3,At-Risk Big Spenders
C10397,4347.0,4347.0,1,12,1,1,2025-06-14 18:33:00,2025-06-14 18:33:00,United Kingdom,167,1,4347.0,4347.0,0,2,Low-Value Customers
C10398,7686.5,7686.5,1,10,1,1,2025-06-17 15:25:00,2025-06-17 15:25:00,United Kingdom,164,1,7686.5,7686.5,0,3,At-Risk Big Spenders
C10399,26212.26,2016.3276923076921,13,38,5,10,2025-02-25 10:22:00,2025-08-10 09:51:00,India,110,5,26212.26,5242.451999999999,165,1,Champions (High-Value Loyal)
C10400,2664.31,888.1033333333334,3,8,1,3,2025-04-12 08:49:00,2025-04-12 08:49:00,United Kingdom,230,1,2664.31,2664.31,0,2,Low-Value Customers
C10401,5131.22,2565.61,2,5,1,2,2025-08-19 11:38:00,2025-08-19 11:38:00,United Kingdom,101,1,5131.22,5131.22,0,0,Recent Moderate Buyers
C10402,5864.200000000001,837.7428571428572,7,14,2,6,2025-04-02 19:38:00,2025-04-08 13:37:00,United Kingdom,234,2,5864.200000000001,2932.1000000000004,5,3,At-Risk Big Spenders
C10403,24679.97,2243.6336363636365,11,39,5,8,2025-02-21 11:46:00,2025-08-26 21:27:00,United Kingdom,93,5,24679.97,4935.994000000001,186,1,Champions (High-Value Loyal)
C10404,51588.92,2715.2063157894736,19,75,5,15,2025-01-14 21:12:00,2025-09-28 14:09:00,Spain,61,5,51588.92,10317.784,256,1,Champions (High-Value Loyal)
C10406,2822.84,1411.42,2,4,1,2,2025-11-13 16:28:00,2025-11-13 16:28:00,United Kingdom,15,1,2822.84,2822.84,0,0,Recent Moderate Buyers
C10407,25509.71,1962.2853846153846,13,24,5,12,2025-01-17 22:17:00,2025-09-08 12:44:00,United Kingdom,81,5,25509.71,5101.942,233,1,Champions (High-Value Loyal)
C10409,7781.049999999999,1556.2099999999998,5,13,1,5,2025-02-07 11:24:00,2025-02-07 11:24:00,India,294,1,7781.049999999999,7781.049999999999,0,3,At-Risk Big Spenders
C10410,6449.69,3224.845,2,5,1,2,2025-04-12 20:22:00,2025-04-12 20:22:00,United Kingdom,229,1,6449.69,6449.69,0,3,At-Risk Big Spenders
C10411,13261.78,2652.356,5,18,1,5,2025-09-26 09:25:00,2025-09-26 09:25:00,France,63,1,13261.78,13261.78,0,0,Recent Moderate Buyers
C10412,43513.82,4351.382,10,40,5,9,2025-02-02 15:48:00,2025-08-30 08:10:00,Germany,90,5,43513.82,8702.764,208,1,Champions (High-Value Loyal)
C10413,22026.28,2753.285,8,21,4,7,2025-04-28 19:43:00,2025-11-21 19:08:00,India,7,4,22026.28,5506.57,206,1,Champions (High-Value Loyal)
C10416,35326.8,2207.925,16,51,5,15,2025-02-24 13:35:00,2025-10-28 22:45:00,United Kingdom,30,5,35326.8,7065.360000000001,246,1,Champions (High-Value Loyal)
C10417,8034.94,1606.9879999999998,5,15,2,4,2025-10-01 14:01:00,2025-10-08 12:52:00,United Kingdom,51,2,8034.94,4017.47,6,0,Recent Moderate Buyers
C10418,15989.53,1998.69125,8,31,2,7,2025-04-03 11:20:00,2025-07-04 16:14:00,United Kingdom,147,2,15989.53,7994.765,92,0,Recent Moderate Buyers
C10419,28844.24,2884.424,10,35,4,9,2025-01-12 13:39:00,2025-09-15 19:59:00,EIRE,73,4,28844.24,7211.06,246,1,Champions (High-Value Loyal)
C10420,6890.21,3445.105,2,11,1,2,2025-04-08 11:51:00,2025-04-08 11:51:00,United Kingdom,234,1,6890.21,6890.21,0,3,At-Risk Big Spenders
C10421,8080.17,2693.39,3,9,1,3,2025-05-21 12:56:00,2025-05-21 12:56:00,United Kingdom,191,1,8080.17,8080.17,0,3,At-Risk Big Spenders
C10422,20290.09,2254.4544444444446,9,29,3,8,2025-05-27 21:59:00,2025-10-17 18:50:00,India,42,3,20290.09,6763.363333333334,142,1,Champions (High-Value Loyal)
C10423,8149.86,1164.2657142857142,7,14,3,5,2025-02-13 18:36:00,2025-04-07 21:04:00,United Kingdom,234,3,8149.86,2716.62,53,3,At-Risk Big Spenders
C10424,11861.48,3953.8266666666664,3,8,2,3,2025-03-01 21:58:00,2025-05-18 17:05:00,India,194,2,11861.48,5930.74,77,3,At-Risk Big Spenders
C10425,2193.06,2193.06,1,3,1,1,2025-10-12 16:36:00,2025-10-12 16:36:00,United Kingdom,47,1,2193.06,2193.06,0,2,Low-Value Customers
C10426,5443.17,1360.7925,4,4,2,4,2025-09-05 15:13:00,2025-09-10 12:15:00,United Kingdom,79,2,5443.17,2721.585,4,0,Recent Moderate Buyers
C10428,1335.7,667.85,2,4,1,2,2025-04-06 22:39:00,2025-04-06 22:39:00,United Kingdom,235,1,1335.7,1335.7,0,2,Low-Value Customers
C10429,2981.63,993.8766666666667,3,7,2,3,2025-05-08 21:57:00,2025-11-02 12:38:00,Germany,26,2,2981.63,1490.815,177,0,Recent Moderate Buyers
C10430,2529.79,632.4475,4,6,2,3,2025-02-07 14:59:00,2025-09-05 20:17:00,France,83,2,2529.79,1264.895,210,2,Low-Value Customers
C10431,1401.3899999999999,700.6949999999999,2,6,1,2,2025-02-21 18:33:00,2025-02-21 18:33:00,United Kingdom,280,1,1401.3899999999999,1401.3899999999999,0,2,Low-Value Customers
C10432,2653.7200000000003,1326.8600000000001,2,4,1,2,2025-04-03 12:02:00,2025-04-03 12:02:00,United Kingdom,239,1,2653.7200000000003,2653.7200000000003,0,2,Low-Value Customers
C10433,3511.71,1755.855,2,3,2,2,2025-01-07 16:06:00,2025-07-20 13:09:00,United Kingdom,131,2,3511.71,1755.855,193,2,Low-Value Customers
C10435,28948.01,4135.429999999999,7,40,3,7,2025-07-03 16:20:00,2025-09-19 17:35:00,United Kingdom,70,3,28948.01,9649.336666666666,78,1,Champions (High-Value Loyal)
C10436,2705.15,1352.575,2,9,1,2,2025-08-05 17:13:00,2025-08-05 17:13:00,United Kingdom,115,1,2705.15,2705.15,0,2,Low-Value Customers
C10437,23879.510000000002,1836.8853846153847,13,75,3,11,2025-02-03 13:26:00,2025-03-09 11:43:00,United Kingdom,264,3,23879.510000000002,7959.836666666667,33,3,At-Risk Big Spenders
C10438,5964.57,1491.1425,4,11,3,4,2025-06-29 18:44:00,2025-10-09 10:07:00,EIRE,50,3,5964.57,1988.1899999999998,101,0,Recent Moderate Buyers
C10439,9436.18,1572.6966666666667,6,20,2,6,2025-02-24 13:57:00,2025-02-28 09:21:00,United Kingdom,273,2,9436.18,4718.09,3,3,At-Risk Big Spenders
C10440,7407.2,925.9,8,19,3,8,2025-01-31 10:53:00,2025-10-09 16:42:00,France,50,3,7407.2,2469.0666666666666,251,1,Champions (High-Value Loyal)
C10441,5264.360000000001,2632.1800000000003,2,8,1,2,2025-05-14 12:22:00,2025-05-14 12:22:00,India,198,1,5264.360000000001,5264.360000000001,0,3,At-Risk Big Spenders
C10442,12402.699999999999,1378.0777777777776,9,14,2,8,2025-01-21 20:38:00,2025-08-16 21:50:00,Canada,103,2,12402.699999999999,6201.349999999999,207,0,Recent Moderate Buyers
C10445,17095.38,1424.615,12,36,4,9,2025-01-02 22:38:00,2025-10-02 12:39:00,Netherlands,57,4,17095.38,4273.845,272,1,Champions (High-Value Loyal)
C10446,4272.34,1068.085,4,16,2,3,2025-09-12 14:19:00,2025-10-22 16:20:00,India,37,2,4272.34,2136.17,40,0,Recent Moderate Buyers
C10447,18954.88,1895.488,10,28,2,9,2025-09-01 21:32:00,2025-10-11 09:55:00,Germany,48,2,18954.88,9477.44,39,0,Recent Moderate Buyers
C10448,2683.44,2683.44,1,4,1,1,2025-07-18 13:07:00,2025-07-18 13:07:00,United Kingdom,133,1,2683.44,2683.44,0,2,Low-Value Customers
C10449,11574.48,1446.81,8,23,3,7,2025-07-17 08:43:00,2025-09-07 14:48:00,EIRE,82,3,11574.48,3858.16,52,1,Champions (High-Value Loyal)
C10450,19304.76,9652.38,2,10,1,2,2025-08-02 22:04:00,2025-08-02 22:04:00,United Kingdom,117,1,19304.76,19304.76,0,0,Recent Moderate Buyers
C10451,4074.1200000000003,2037.0600000000002,2,5,1,2,2025-08-22 15:22:00,2025-08-22 15:22:00,Netherlands,98,1,4074.1200000000003,4074.1200000000003,0,0,Recent Moderate Buyers
C10452,22883.69,2542.632222222222,9,27,3,8,2025-01-21 21:28:00,2025-08-22 15:38:00,Germany,98,3,22883.69,7627.8966666666665,212,1,Champions (High-Value Loyal)
C10453,3194.5200000000004,798.6300000000001,4,10,1,4,2025-11-26 12:22:00,2025-11-26 12:22:00,United Kingdom,2,1,3194.5200000000004,3194.5200000000004,0,0,Recent Moderate Buyers
C10454,16295.23,2327.89,7,16,3,7,2025-02-28 12:32:00,2025-05-10 21:20:00,United Kingdom,201,3,16295.23,5431.743333333333,71,3,At-Risk Big Spenders
C10455,29133.94,3641.7425,8,36,2,8,2025-03-07 09:57:00,2025-07-07 18:31:00,United Kingdom,144,2,29133.94,14566.97,122,0,Recent Moderate Buyers
C10456,5270.35,1756.7833333333335,3,9,2,3,2025-02-28 09:51:00,2025-05-01 21:23:00,India,210,2,5270.35,2635.175,62,3,At-Risk Big Spenders
C10457,14537.21,2422.8683333333333,6,18,2,6,2025-04-20 11:06:00,2025-07-03 20:19:00,Germany,147,2,14537.21,7268.605,74,0,Recent Moderate Buyers
C10458,15325.02,2189.2885714285717,7,29,3,6,2025-05-15 12:11:00,2025-08-29 19:30:00,United Kingdom,90,3,15325.02,5108.34,106,1,Champions (High-Value Loyal)
C10460,31889.95,1993.121875,16,43,7,14,2025-01-21 16:10:00,2025-11-23 19:05:00,United Kingdom,5,7,31889.95,4555.707142857143,306,1,Champions (High-Value Loyal)
C10461,22851.14,2077.3763636363637,11,33,4,9,2025-04-14 18:20:00,2025-10-31 14:24:00,United Kingdom,28,4,22851.14,5712.785,199,1,Champions (High-Value Loyal)
C10462,11541.15,1442.64375,8,17,2,8,2025-05-13 17:17:00,2025-06-07 20:20:00,United Kingdom,173,2,11541.15,5770.575,25,3,At-Risk Big Spenders
C10464,559.92,559.92,1,1,1,1,2025-03-19 18:58:00,2025-03-19 18:58:00,United Kingdom,254,1,559.92,559.92,0,2,Low-Value Customers
C10465,6530.26,1306.0520000000001,5,13,1,5,2025-03-21 21:44:00,2025-03-21 21:44:00,United Kingdom,251,1,6530.26,6530.26,0,3,At-Risk Big Spenders
C10466,7289.400000000001,1822.3500000000001,4,9,2,4,2025-01-28 14:41:00,2025-10-11 19:53:00,United Kingdom,47,2,7289.400000000001,3644.7000000000003,256,0,Recent Moderate Buyers
C10467,533.46,533.46,1,1,1,1,2025-10-24 19:35:00,2025-10-24 19:35:00,United Kingdom,34,1,533.46,533.46,0,2,Low-Value Customers
C10468,18005.9,1800.5900000000001,10,23,4,10,2025-02-15 22:33:00,2025-10-31 17:44:00,India,28,4,18005.9,4501.475,257,1,Champions (High-Value Loyal)
C10469,25102.22,2091.851666666667,12,37,3,12,2025-02-28 12:42:00,2025-06-28 20:07:00,India,152,3,25102.22,8367.406666666668,120,1,Champions (High-Value Loyal)
C10470,5281.51,1320.3775,4,10,2,4,2025-01-03 08:30:00,2025-10-01 09:38:00,United Kingdom,58,2,5281.51,2640.755,271,0,Recent Moderate Buyers
C10472,31476.42,3497.3799999999997,9,28,3,9,2025-02-04 13:53:00,2025-08-20 15:24:00,United Kingdom,100,3,31476.42,10492.14,197,1,Champions (High-Value Loyal)
C10473,15412.0,3082.4,5,14,2,5,2025-04-15 19:45:00,2025-11-27 16:04:00,United Kingdom,1,2,15412.0,7706.0,225,0,Recent Moderate Buyers
C10474,30190.92,2744.629090909091,11,30,3,9,2025-02-22 14:57:00,2025-10-11 20:23:00,United Kingdom,47,3,30190.92,10063.64,231,1,Champions (High-Value Loyal)
C10475,33529.33,4191.16625,8,24,2,8,2025-03-02 15:03:00,2025-04-14 08:32:00,United Kingdom,228,2,33529.33,16764.665,42,3,At-Risk Big Spenders
C10476,4404.07,2202.035,2,3,1,2,2025-01-29 20:00:00,2025-01-29 20:00:00,Spain,302,1,4404.07,4404.07,0,3,At-Risk Big Spenders
C10477,817.29,408.645,2,2,1,2,2025-05-15 11:02:00,2025-05-15 11:02:00,India,197,1,817.29,817.29,0,2,Low-Value Customers
C10478,789.9300000000001,789.9300000000001,1,3,1,1,2025-01-08 11:15:00,2025-01-08 11:15:00,India,324,1,789.9300000000001,789.9300000000001,0,2,Low-Value Customers
C10479,2112.17,704.0566666666667,3,5,1,3,2025-11-21 17:58:00,2025-11-21 17:58:00,EIRE,7,1,2112.17,2112.17,0,0,Recent Moderate Buyers
C10481,28651.64,3581.455,8,31,3,8,2025-05-08 14:48:00,2025-05-31 18:45:00,United Kingdom,181,3,28651.64,9550.546666666667,23,1,Champions (High-Value Loyal)
C10482,4036.01,1345.3366666666668,3,7,1,3,2025-09-16 08:27:00,2025-09-16 08:27:00,United Kingdom,73,1,4036.01,4036.01,0,0,Recent Moderate Buyers
C10483,1770.87,885.435,2,3,1,2,2025-07-05 20:23:00,2025-07-05 20:23:00,United Kingdom,145,1,1770.87,1770.87,0,2,Low-Value Customers
C10485,53912.82,4147.14,13,45,5,9,2025-05-04 21:14:00,2025-07-20 12:56:00,EIRE,131,5,53912.82,10782.564,76,1,Champions (High-Value Loyal)
C10486,5792.469999999999,965.4116666666665,6,15,2,6,2025-02-15 16:16:00,2025-08-02 22:29:00,Australia,117,2,5792.469999999999,2896.2349999999997,168,0,Recent Moderate Buyers
C10488,8142.42,1628.484,5,20,2,5,2025-08-13 22:23:00,2025-09-15 22:01:00,Germany,73,2,8142.42,4071.21,32,0,Recent Moderate Buyers
C10489,73697.70999999999,9212.213749999999,8,89,2,7,2025-06-21 16:37:00,2025-09-04 22:52:00,United Kingdom,84,2,73697.70999999999,36848.854999999996,75,1,Champions (High-Value Loyal)
C10490,1315.92,1315.92,1,6,1,1,2025-01-08 21:26:00,2025-01-08 21:26:00,India,323,1,1315.92,1315.92,0,2,Low-Value Customers
C10491,5913.38,1182.676,5,6,3,5,2025-04-01 16:02:00,2025-07-25 14:43:00,United Kingdom,126,3,5913.38,1971.1266666666668,114,0,Recent Moderate Buyers
C10492,7612.15,1903.0375,4,17,2,4,2025-06-21 18:28:00,2025-08-04 15:22:00,United Kingdom,116,2,7612.15,3806.075,43,0,Recent Moderate Buyers
C10493,19450.370000000003,2778.624285714286,7,25,2,7,2025-03-14 10:34:00,2025-05-04 17:34:00,United Kingdom,208,2,19450.370000000003,9725.185000000001,51,3,At-Risk Big Spenders
C10494,7955.540000000001,1136.5057142857145,7,23,3,6,2025-04-13 09:22:00,2025-10-30 20:34:00,United Kingdom,28,3,7955.540000000001,2651.846666666667,200,1,Champions (High-Value Loyal)
C10495,11123.48,2780.87,4,8,1,4,2025-08-04 18:30:00,2025-08-04 18:30:00,United Kingdom,116,1,11123.48,11123.48,0,0,Recent Moderate Buyers
C10496,32267.01,4609.572857142857,7,37,3,7,2025-07-03 08:14:00,2025-11-27 19:27:00,India,1,3,32267.01,10755.67,147,1,Champions (High-Value Loyal)
C10497,921.8799999999999,460.93999999999994,2,2,2,2,2025-06-25 12:02:00,2025-11-11 09:23:00,United Kingdom,17,2,921.8799999999999,460.93999999999994,138,2,Low-Value Customers
C10500,10223.95,1135.9944444444445,9,21,3,9,2025-07-24 15:32:00,2025-11-04 11:00:00,United Kingdom,24,3,10223.95,3407.9833333333336,102,1,Champions (High-Value Loyal)
C10501,12983.279999999999,1298.328,10,19,3,10,2025-05-21 14:03:00,2025-10-28 08:14:00,India,31,3,12983.279999999999,4327.759999999999,159,1,Champions (High-Value Loyal)
C10502,32646.529999999995,5441.088333333332,6,30,1,6,2025-08-07 17:07:00,2025-08-07 17:07:00,United Kingdom,113,1,32646.529999999995,32646.529999999995,0,0,Recent Moderate Buyers
C10503,28211.04,9403.68,3,16,2,3,2025-08-24 15:36:00,2025-10-05 16:56:00,United Kingdom,54,2,28211.04,14105.52,42,0,Recent Moderate Buyers
C10504,16255.410000000002,1806.1566666666668,9,28,2,8,2025-06-03 16:00:00,2025-09-11 17:51:00,United Kingdom,78,2,16255.410000000002,8127.705000000001,100,0,Recent Moderate Buyers
C10505,12221.84,4073.9466666666667,3,7,1,3,2025-10-05 12:11:00,2025-10-05 12:11:00,United Kingdom,54,1,12221.84,12221.84,0,0,Recent Moderate Buyers
C10507,22423.809999999998,2491.534444444444,9,25,2,8,2025-01-21 15:22:00,2025-07-29 18:31:00,United Kingdom,122,2,22423.809999999998,11211.904999999999,189,0,Recent Moderate Buyers
C10508,10291.05,2572.7625,4,15,2,4,2025-06-02 20:09:00,2025-09-27 18:41:00,United Kingdom,62,2,10291.05,5145.525,116,0,Recent Moderate Buyers
C10509,11664.34,1296.0377777777778,9,24,4,8,2025-01-08 16:50:00,2025-08-22 16:23:00,United Kingdom,98,4,11664.34,2916.085,225,1,Champions (High-Value Loyal)
C10510,5071.72,2535.86,2,5,1,2,2025-05-12 09:40:00,2025-05-12 09:40:00,United Kingdom,200,1,5071.72,5071.72,0,3,At-Risk Big Spenders
C10511,6001.27,1200.2540000000001,5,11,1,5,2025-04-03 13:51:00,2025-04-03 13:51:00,United Kingdom,239,1,6001.27,6001.27,0,3,At-Risk Big Spenders
C10512,4634.0,4634.0,1,10,1,1,2025-08-10 14:54:00,2025-08-10 14:54:00,United Kingdom,110,1,4634.0,4634.0,0,0,Recent Moderate Buyers
C10514,8815.22,2203.805,4,16,1,4,2025-02-25 09:13:00,2025-02-25 09:13:00,United Kingdom,276,1,8815.22,8815.22,0,3,At-Risk Big Spenders
C10515,3096.3300000000004,1032.1100000000001,3,6,2,3,2025-02-26 15:36:00,2025-08-09 20:58:00,Germany,110,2,3096.3300000000004,1548.1650000000002,164,2,Low-Value Customers
C10516,216.04,216.04,1,1,1,1,2025-10-28 19:00:00,2025-10-28 19:00:00,EIRE,31,1,216.04,216.04,0,2,Low-Value Customers
C10517,3565.58,891.395,4,11,1,4,2025-03-19 15:46:00,2025-03-19 15:46:00,United Kingdom,254,1,3565.58,3565.58,0,3,At-Risk Big Spenders
C10518,27711.56,3079.0622222222223,9,28,2,9,2025-02-19 08:04:00,2025-06-25 11:30:00,United Kingdom,156,2,27711.56,13855.78,126,3,At-Risk Big Spenders
C10520,4788.7,1596.2333333333333,3,15,2,3,2025-04-26 18:22:00,2025-06-29 08:30:00,United Kingdom,152,2,4788.7,2394.35,63,3,At-Risk Big Spenders
C10521,12498.7,1785.5285714285715,7,16,2,7,2025-03-28 08:38:00,2025-09-17 14:21:00,Singapore,72,2,12498.7,6249.35,173,0,Recent Moderate Buyers
C10522,8380.26,1676.0520000000001,5,12,2,5,2025-02-22 12:40:00,2025-10-09 10:27:00,United Kingdom,50,2,8380.26,4190.13,228,0,Recent Moderate Buyers
C10523,17657.199999999997,5885.733333333333,3,9,1,3,2025-10-12 14:12:00,2025-10-12 14:12:00,India,47,1,17657.199999999997,17657.199999999997,0,0,Recent Moderate Buyers
C10524,9991.27,2497.8175,4,10,2,4,2025-04-27 18:08:00,2025-04-29 15:52:00,France,213,2,9991.27,4995.635,1,3,At-Risk Big Spenders
C10526,3047.66,761.915,4,7,1,4,2025-05-12 22:34:00,2025-05-12 22:34:00,Germany,199,1,3047.66,3047.66,0,2,Low-Value Customers
C10527,747.97,747.97,1,1,1,1,2025-04-10 20:40:00,2025-04-10 20:40:00,Portugal,231,1,747.97,747.97,0,2,Low-Value Customers
C10529,2239.62,1119.81,2,4,1,2,2025-07-11 08:10:00,2025-07-11 08:10:00,United Kingdom,140,1,2239.62,2239.62,0,2,Low-Value Customers
C10530,18288.06,4572.015,4,15,2,3,2025-03-06 20:58:00,2025-03-14 15:53:00,United Kingdom,259,2,18288.06,9144.03,7,3,At-Risk Big Spenders
C10532,3589.09,897.2725,4,7,2,4,2025-05-31 18:34:00,2025-06-26 16:09:00,India,155,2,3589.09,1794.545,25,2,Low-Value Customers
C10533,11163.15,1395.39375,8,18,3,7,2025-03-11 15:48:00,2025-05-06 16:49:00,United Kingdom,206,3,11163.15,3721.0499999999997,56,3,At-Risk Big Spenders
C10536,19187.03,1918.703,10,38,4,10,2025-02-07 22:53:00,2025-10-04 14:27:00,Germany,55,4,19187.03,4796.7575,238,1,Champions (High-Value Loyal)
C10537,8988.49,1284.07,7,15,2,7,2025-04-02 16:23:00,2025-07-27 18:42:00,United Kingdom,124,2,8988.49,4494.245,116,0,Recent Moderate Buyers
C10538,20217.36,2527.17,8,15,3,8,2025-01-22 19:58:00,2025-08-28 08:43:00,India,92,3,20217.36,6739.12,217,1,Champions (High-Value Loyal)
C10539,16901.510000000002,1877.9455555555558,9,21,3,9,2025-03-14 22:08:00,2025-07-12 21:21:00,Germany,138,3,16901.510000000002,5633.836666666667,119,1,Champions (High-Value Loyal)
C10540,16518.72,2064.84,8,18,1,8,2025-07-17 18:56:00,2025-07-17 18:56:00,United Kingdom,134,1,16518.72,16518.72,0,0,Recent Moderate Buyers
C10541,2875.29,1437.645,2,3,1,2,2025-05-27 20:18:00,2025-05-27 20:18:00,France,184,1,2875.29,2875.29,0,2,Low-Value Customers
C10542,3483.23,870.8075,4,10,1,4,2025-02-14 15:46:00,2025-02-14 15:46:00,Australia,287,1,3483.23,3483.23,0,3,At-Risk Big Spenders
C10543,10128.66,1446.9514285714286,7,16,2,7,2025-07-22 13:43:00,2025-11-23 15:34:00,United Kingdom,5,2,10128.66,5064.33,124,0,Recent Moderate Buyers
C10544,7916.12,2638.7066666666665,3,8,2,3,2025-04-28 17:52:00,2025-06-05 15:19:00,United Kingdom,176,2,7916.12,3958.06,37,3,At-Risk Big Spenders
C10545,5076.05,846.0083333333333,6,13,2,6,2025-07-17 11:12:00,2025-09-25 14:48:00,United Kingdom,64,2,5076.05,2538.025,70,0,Recent Moderate Buyers
C10546,2503.1800000000003,834.3933333333334,3,3,2,3,2025-01-27 18:19:00,2025-06-20 15:14:00,India,161,2,2503.1800000000003,1251.5900000000001,143,2,Low-Value Customers
C10547,6005.68,6005.68,1,4,1,1,2025-04-20 14:35:00,2025-04-20 14:35:00,Australia,222,1,6005.68,6005.68,0,3,At-Risk Big Spenders
C10548,11800.5,2950.125,4,14,1,4,2025-04-24 11:27:00,2025-04-24 11:27:00,United Kingdom,218,1,11800.5,11800.5,0,3,At-Risk Big Spenders
C10549,16242.36,8121.18,2,7,1,2,2025-11-25 18:35:00,2025-11-25 18:35:00,Germany,3,1,16242.36,16242.36,0,0,Recent Moderate Buyers
C10552,2260.38,2260.38,1,3,1,1,2025-04-19 18:42:00,2025-04-19 18:42:00,India,223,1,2260.38,2260.38,0,2,Low-Value Customers
C10554,17711.42,5903.806666666666,3,11,2,3,2025-01-06 10:15:00,2025-07-15 19:16:00,France,136,2,17711.42,8855.71,190,0,Recent Moderate Buyers
C10555,2474.5600000000004,618.6400000000001,4,6,2,4,2025-01-19 17:04:00,2025-07-26 22:33:00,EIRE,124,2,2474.5600000000004,1237.2800000000002,188,2,Low-Value Customers
C10556,6653.21,1330.642,5,16,2,5,2025-10-09 13:03:00,2025-11-23 13:45:00,India,5,2,6653.21,3326.605,45,0,Recent Moderate Buyers
C10557,2326.25,2326.25,1,5,1,1,2025-02-28 09:12:00,2025-02-28 09:12:00,United Kingdom,273,1,2326.25,2326.25,0,2,Low-Value Customers
C10558,10903.060000000001,1817.176666666667,6,11,2,6,2025-02-10 15:00:00,2025-04-08 17:52:00,Canada,234,2,10903.060000000001,5451.530000000001,57,3,At-Risk Big Spenders
C10559,8573.49,1714.6979999999999,5,13,1,5,2025-07-19 10:27:00,2025-07-19 10:27:00,France,132,1,8573.49,8573.49,0,0,Recent Moderate Buyers
C10560,11202.77,1244.7522222222224,9,21,2,9,2025-07-11 16:16:00,2025-08-25 19:49:00,United Kingdom,94,2,11202.77,5601.385,45,0,Recent Moderate Buyers
C10561,11235.74,1123.574,10,19,2,10,2025-02-17 13:38:00,2025-04-01 17:59:00,United Kingdom,241,2,11235.74,5617.87,43,3,At-Risk Big Spenders
C10562,2428.23,607.0575,4,6,2,4,2025-08-29 14:57:00,2025-10-16 21:33:00,United Kingdom,42,2,2428.23,1214.115,48,0,Recent Moderate Buyers
C10564,1160.8,1160.8,1,2,1,1,2025-02-03 12:30:00,2025-02-03 12:30:00,United Kingdom,298,1,1160.8,1160.8,0,2,Low-Value Customers
C10566,22534.370000000003,2503.818888888889,9,37,3,8,2025-01-21 18:30:00,2025-07-30 11:37:00,EIRE,121,3,22534.370000000003,7511.456666666668,189,1,Champions (High-Value Loyal)
C10567,40718.62,3393.2183333333337,12,44,3,11,2025-08-24 18:02:00,2025-10-12 10:07:00,United Kingdom,47,3,40718.62,13572.873333333335,48,1,Champions (High-Value Loyal)
C10568,6042.469999999999,2014.1566666666665,3,9,1,3,2025-11-06 15:52:00,2025-11-06 15:52:00,Australia,22,1,6042.469999999999,6042.469999999999,0,0,Recent Moderate Buyers
C10569,7419.84,1483.968,5,14,2,5,2025-04-08 21:42:00,2025-04-25 21:50:00,India,216,2,7419.84,3709.92,17,3,At-Risk Big Spenders
C10571,11321.96,2830.49,4,16,2,4,2025-09-05 10:23:00,2025-10-09 08:52:00,India,50,2,11321.96,5660.98,33,0,Recent Moderate Buyers
C10572,8703.39,1450.5649999999998,6,13,1,6,2025-05-01 11:07:00,2025-05-01 11:07:00,United Kingdom,211,1,8703.39,8703.39,0,3,At-Risk Big Spenders
C10573,7763.52,1552.7040000000002,5,23,2,5,2025-01-22 17:11:00,2025-03-15 09:01:00,Germany,258,2,7763.52,3881.76,51,3,At-Risk Big Spenders
C10574,3535.92,1178.64,3,10,1,3,2025-09-30 17:13:00,2025-09-30 17:13:00,Australia,59,1,3535.92,3535.92,0,0,Recent Moderate Buyers
C10575,316.79,316.79,1,1,1,1,2025-07-27 15:08:00,2025-07-27 15:08:00,United Kingdom,124,1,316.79,316.79,0,2,Low-Value Customers
C10577,37793.51,4724.18875,8,41,3,7,2025-01-09 17:02:00,2025-10-04 16:58:00,United Kingdom,55,3,37793.51,12597.836666666668,267,1,Champions (High-Value Loyal)
C10578,823.9,823.9,1,2,1,1,2025-11-24 15:23:00,2025-11-24 15:23:00,United Kingdom,4,1,823.9,823.9,0,2,Low-Value Customers
C10579,13689.66,1521.0733333333333,9,20,3,9,2025-04-25 18:55:00,2025-11-13 17:35:00,United Kingdom,15,3,13689.66,4563.22,201,1,Champions (High-Value Loyal)
